source,bytes,classification,records
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T112539Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533490,support_or_manifest,0
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T112539Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85/manifest.json,3266,support_or_manifest,0
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85/three_station_v0/discrete_dt_0p5.json,1391543,support_or_manifest,0
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85/three_station_v0/ean_build_artifact.json,25071075,support_or_manifest,0
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85/three_station_v0/ean_passenger_service_journey_time.json,358637,result_or_diagnostic,1
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85/three_station_v0/ean_passenger_service_journey_time_movement_plan.json,208202,support_or_manifest,0
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85/three_station_v0/ean_passenger_service_journey_time_physical_replay.json,533993,support_or_manifest,0
benchmarks/output/combined_formulations_20260715/three_station_15min/artifacts/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85/three_station_v0/scenario.json,14521,support_or_manifest,0
benchmarks/output/combined_formulations_20260715/three_station_15min/results/20260715T112539Z__three_station_v0__ean_passenger_journey_time__exact_optimality__all.json,46422,result_or_diagnostic,1
benchmarks/output/combined_formulations_20260715/three_station_15min/results/20260715T114055Z__three_station_v0__ean_passenger_journey_time__exact_optimality__candidate_horizon_pruning+single_ring_dominated_ride_pruning+slot_time_relaxation___6e51e5fc4e85.json,54839,result_or_diagnostic,1
benchmarks/output/ddd_audit_post_refactor/selective_raw_core_20/five_station_circle_cw_half_skip_no_wait_v0.json,470677,result_or_diagnostic,1
benchmarks/output/ddd_audit_post_refactor/trajectory_root_cg_pair_only_30r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.checkpoint.json,8263328,support_or_manifest,0
benchmarks/output/ddd_audit_post_refactor/trajectory_root_cg_pair_only_30r/five_station_circle_cw_half_skip_no_wait_v0__journey_time.json,257395,result_or_diagnostic,1
benchmarks/output/ddd_branch_price_gate_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,343869,result_or_diagnostic,1
benchmarks/output/ddd_branch_price_gate_k20_prepare/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,65995,result_or_diagnostic,1
benchmarks/output/ddd_branch_price_gate_k39_10m/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,546148,result_or_diagnostic,1
benchmarks/output/ddd_branch_price_gate_k39_arcflow_10m/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_skip_stop_k39/result.json,103142,result_or_diagnostic,1
benchmarks/output/ddd_branch_price_gate_k39_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,44521,result_or_diagnostic,1
benchmarks/output/ddd_branch_price_smoke/three_station_exhaustive_trajectory_bound_v0__journey_time.json,14814,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_budget_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_0p5h.json,3764,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_passenger_pilot_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0.json,342584,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_passenger_pilot_k20_v2/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_0p5h.json,342760,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_pilot_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0.json,12177,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_0h.json,341581,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_0p5h.json,357055,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_1h.json,359781,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_2h.json,28318,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_shared_budget_k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__k20__skip_stop__wait_5h.json,26050,result_or_diagnostic,1
benchmarks/output/ddd_delayed_waiting_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0.json,11228,result_or_diagnostic,1
benchmarks/output/ddd_exact_anonymous_gate/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_exact_anonymous_skip_stop_k20/result.json,37181,result_or_diagnostic,1
benchmarks/output/ddd_exact_anonymous_gate/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_labeled_skip_stop_k20/result.json,46192,result_or_diagnostic,1
benchmarks/output/ddd_exact_anonymous_gate_1h_k39/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_exact_anonymous_skip_stop_k39/result.json,103056,result_or_diagnostic,1
benchmarks/output/ddd_exact_anonymous_gate_5m/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_exact_anonymous_skip_stop_k20/result.json,46645,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_balanced_fixed_k_boundary_screening/campaign.json,821460,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_balanced_fixed_k_boundary_screening/policies/all_stop/k20/result.json,36949,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_balanced_fixed_k_boundary_screening/policies/all_stop/k38/result.json,68331,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_balanced_fixed_k_boundary_screening/policies/skip_stop/k20/result.json,44470,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_balanced_fixed_k_boundary_screening/policies/skip_stop/k38/result.json,68285,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/campaign.json,1508663,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k17/result.json,31240,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k18/result.json,32979,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k19/result.json,34726,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k20/result.json,1290,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k21/result.json,1290,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k22/result.json,1289,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k17/result.json,38364,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k18/result.json,40959,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k19/result.json,43445,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k20/result.json,44386,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k21/result.json,47129,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k22/result.json,50753,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_pilot/five_station_b_arc_flow_skip_stop_k20_pilot/campaign.json,168820,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_pilot/five_station_b_arc_flow_skip_stop_k20_pilot/result.json,44333,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_pilot/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_skip_stop_k20/result.json,44161,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_smoke/arc_flow_smoke_preview/campaign.json,15501,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_smoke/arc_flow_smoke_preview/result.json,2830,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_smoke/five_station_circle_cw_half_skip_no_wait_headway_b_v0_arc_flow_skip_stop_k20/result.json,44399,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_smoke/five_station_circle_cw_half_skip_no_wait_v0_arc_flow_all_stop_k1/result.json,3067,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_arc_flow_smoke/five_station_circle_cw_half_skip_no_wait_v0_arc_flow_skip_stop_k1/result.json,2834,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/campaign.json,5571366,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k17/checkpoint.json,504523,support_or_manifest,0
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k17/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,40329,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k18/checkpoint.json,533370,support_or_manifest,0
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k18/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,41952,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k19/checkpoint.json,562932,support_or_manifest,0
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k19/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,43842,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k20/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,2554,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k21/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,2551,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/all_stop/k22/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,2552,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k17/checkpoint.json,13070440,support_or_manifest,0
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k17/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,481760,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k18/checkpoint.json,11205739,support_or_manifest,0
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k18/five_station_circle_cw_half_skip_no_wait_headway_b_v0__journey_time.json,433844,result_or_diagnostic,1
benchmarks/output/ddd_fixed_k_campaigns/five_station_b_fixed_k_k17_22_screening/policies/skip_stop/k19/checkpoint.json,12828689,support_or_manifest,0
